EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,American Indian/Alaska Native,10,52680,0
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,Asian/Pacific Islander,386,52680,0.7
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,Black,402,52680,0.8
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,Hispanic,37238,52680,70.7
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,Other Race/Ethnicity,146,52680,0.3
ED Visits,Santa Cruz,444013,Watsonville Community Hospital,N/A,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Race,White,14498,52680,27.5
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,American Indian/Alaska Native,413,7537,5.5
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,Asian/Pacific Islander,33,7537,0.4
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,Black,46,7537,0.6
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,Hispanic,784,7537,10.4
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,Other Race/Ethnicity,91,7537,1.2
ED Visits,Shasta,450936,Mayers Memorial Hospital,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Race,White,6170,7537,81.9
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,1384,55957,2.5
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,877,55957,1.6
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Black,1192,55957,2.1
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Hispanic,3194,55957,5.7
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,2533,55957,4.5
ED Visits,Shasta,450940,Shasta Regional Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,White,46777,55957,83.6
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,849,75654,1.1
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,1437,75654,1.9
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Black,1564,75654,2.1
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Hispanic,4877,75654,6.4
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,3394,75654,4.5
ED Visits,Shasta,450949,Mercy Medical Center - Redding,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,White,63533,75654,84
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,American Indian/Alaska Native,59,16505,0.4
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Asian/Pacific Islander,194,16505,1.2
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Black,503,16505,3
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Hispanic,865,16505,5.2
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Other Race/Ethnicity,1330,16505,8.1
ED Visits,Siskiyou,470871,Mercy Medical Center Mt. Shasta,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,White,13554,16505,82.1
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,American Indian/Alaska Native,1059,20669,5.1
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Asian/Pacific Islander,373,20669,1.8
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Black,317,20669,1.5
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Hispanic,1624,20669,7.9
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,Other Race/Ethnicity,888,20669,4.3
ED Visits,Siskiyou,474007,Fairchild Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Race,White,16408,20669,79.4
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,377,104647,0.4
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,13248,104647,12.7
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,27600,104647,26.4
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,21782,104647,20.8
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,7254,104647,6.9
ED Visits,Solano,480989,Kaiser Foundation Hospital & Rehab Center - Vallejo,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,34386,104647,32.9
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,89,51148,0.2
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,5449,51148,10.7
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,16380,51148,32
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,13516,51148,26.4
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,3180,51148,6.2
ED Visits,Solano,481094,Sutter Solano Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,12534,51148,24.5
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,232,101661,0.2
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,6136,101661,6
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,22773,101661,22.4
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,28210,101661,27.7
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,4389,101661,4.3
ED Visits,Solano,481357,Northbay Medical Center,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,39921,101661,39.3
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,454,87950,0.5
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,7375,87950,8.4
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,12087,87950,13.7
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,20455,87950,23.3
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,5197,87950,5.9
ED Visits,Solano,484044,Kaiser Foundation Hospital - Vacaville,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,42382,87950,48.2
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,American Indian/Alaska Native,84,12806,0.7
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Asian/Pacific Islander,79,12806,0.6
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Black,102,12806,0.8
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Hispanic,4682,12806,36.6
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Other Race/Ethnicity,307,12806,2.4
ED Visits,Sonoma,490964,Healdsburg Hospital,N/A,Investor,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,White,7552,12806,59
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,American Indian/Alaska Native,32,28636,0.1
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,Asian/Pacific Islander,664,28636,2.3
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,Black,688,28636,2.4
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,Hispanic,7092,28636,24.8
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,Other Race/Ethnicity,468,28636,1.6
ED Visits,Sonoma,491001,Petaluma Valley Hospital,Providence St. Joseph Health,Investor,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Race,White,19692,28636,68.8
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,194,58816,0.3
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,1317,58816,2.2
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Black,2062,58816,3.5
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Hispanic,14534,58816,24.7
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,247,58816,0.4
ED Visits,Sonoma,491064,Providence Santa Rosa Memorial Hospital-Montgomery,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,White,40462,58816,68.8
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,American Indian/Alaska Native,66,16097,0.4
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Asian/Pacific Islander,191,16097,1.2
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Black,153,16097,1
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Hispanic,4202,16097,26.1
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Other Race/Ethnicity,1123,16097,7
ED Visits,Sonoma,491076,Sonoma Valley Hospital,N/A,Government,Urban,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,White,10362,16097,64.4
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,640,100131,0.6
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,3320,100131,3.3
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,Black,2829,100131,2.8
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,Hispanic,24362,100131,24.3
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,4877,100131,4.9
ED Visits,Sonoma,494019,Kaiser Foundation Hospital - Santa Rosa,Kaiser Foundation Hospitals,Non-Profit,Urban,Teaching,100-199,No,Yes,Non-Homeless,Race,White,64103,100131,64
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,509,55818,0.9
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,1207,55818,2.2
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Black,1372,55818,2.5
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Hispanic,17403,55818,31.2
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,3272,55818,5.9
ED Visits,Sonoma,494106,Sutter Santa Rosa Regional Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,White,32055,55818,57.4
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,American Indian/Alaska Native,139,153525,0.1
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Asian/Pacific Islander,3127,153525,2
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Black,9025,153525,5.9
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Hispanic,68367,153525,44.5
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Other Race/Ethnicity,12418,153525,8.1
ED Visits,Stanislaus,500852,Doctors Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,White,60449,153525,39.4
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,89,95809,0.1
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,799,95809,0.8
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,2570,95809,2.7
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,52656,95809,55
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,11071,95809,11.6
ED Visits,Stanislaus,500867,Emanuel Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,28624,95809,29.9
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,American Indian/Alaska Native,281,121043,0.2
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Asian/Pacific Islander,3401,121043,2.8
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Black,6709,121043,5.5
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Hispanic,50058,121043,41.4
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Other Race/Ethnicity,8737,121043,7.2
ED Visits,Stanislaus,500939,Memorial Medical Center - Modesto,Sutter Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,White,51857,121043,42.8
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,American Indian/Alaska Native,34,37273,0.1
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Asian/Pacific Islander,136,37273,0.4
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Black,700,37273,1.9
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Hispanic,12714,37273,34.1
ED Visits,Stanislaus,500967,Oak Valley Hospital District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Non-Homeless,Race,Other Race/Ethnicity,2451,37273,6.6
